City,State,Zip_Code,Hospital_Id
Burlington,MA,1805,1028
Burlington,MA,1805,1029
Cambridge,MA,2139,1030
Burlington,MA,1805,1031
Marlborough,MA,1752,1032
Quincy,MA,2169,1033
Burlington,MA,1803,1034
Burlington,MA,1805,1035
Cambridge,MA,2139,1036
Burlington,MA,1803,1037
Cambridge,MA,2138,1038
Cambridge,MA,2138,1039
Cambridge,MA,2138,1040
Quincy,MA,2170,1041
Burlington,MA,1805,1042
Cambridge,MA,2139,1043
Burlington,MA,1805,1044
Northampton,MA,1060,1045
Marlborough,MA,1752,1046
Cambridge,MA,2139,1047
Cambridge,MA,2138,1048
Cambridge,MA,2139,1049
Northampton,MA,1060,1050
Burlington,MA,2215,1051
Northampton,MA,1060,1052
Northampton,MA,1060,1053
Marlborough,MA,1752,1054
Burlington,MA,1805,1055
Cambridge,MA,2141,1056
Burlington,MA,1805,1057
Cambridge,MA,2138,1058
Cambridge,MA,2142,1059
Cambridge,MA,2138,1060
Cambridge,MA,2139,1061
Burlington,MA,1803,1062
Cambridge,MA,2238,1063
Cambridge,MA,2142,1064
Cambridge,MA,2142,1065
Cambridge,MA,2139,1066
