line_item_id,sku,variant_id
10568755019947,6693303779499,39873084686507
10572013207723,6693303779499,39873084686507
10573054181547,6693303779499,39873084686507
10577643405483,6693303779499,39873084686507
10584620728491,6693303779499,39873084686507
10586362413227,6693303779499,39873084686507
10586958233771,6693303779499,39873084686507
10587344339115,6693303779499,39873084686507
10589985767595,6693303779499,39873084686507
10591574720683,6693303779499,39873084686507
10592137674923,6693303779499,39873084686507
10594427666603,6693303779499,39873084686507
10596535632043,6693303779499,39873084686507
10597011882155,6693303779499,39873084686507
10597756305579,6693303779499,39873084686507
10599239385259,6693303779499,39873084686507
10600032895147,6693303779499,39873084686507
10601483862187,6693303779499,39873084686507
10601496477867,6693303779499,39873084686507
10603099717803,6693303779499,39873084686507
10607456977067,6693303779499,39873084686507
10610048139435,6693303779499,39873084686507
10611726221483,6693303779499,39873084686507
10616445173931,6693303779499,39873084686507
10617032966315,6693303779499,39873084686507
10617292390571,6693303779499,39873084686507
10617805570219,6693303779499,39873084686507
10618033635499,6693303779499,39873084686507
10618851950763,6693303779499,39873084686507
10619511472299,6693303779499,39873084686507
10620158116011,6693303779499,39873084686507
10628444291243,6693303779499,39873084686507
10630837895339,6693303779499,39873084686507
10632624930987,6693303779499,39873084686507
10633890463915,6693303779499,39873084686507
10637074170027,6693303779499,39873084686507
10641266278571,6693303779499,39873084686507
10642020171947,6693303779499,39873084686507
10642118082731,6693303779499,39873084686507
10645629173931,6693303779499,39873084686507
10645887582379,6693303779499,39873084686507
10649727828139,6693303779499,39873084686507
10650875068587,6693303779499,39873084686507
10654151770283,6693303779499,39873084686507
10655390302379,6693303779499,39873084686507
10655523864747,6693303779499,39873084686507
10655687311531,6693303779499,39873084686507
10656557695147,6693303779499,39873084686507
10657548861611,6693303779499,39873084686507
10660439490731,6693303779499,39873084686507
10665842737323,6693303779499,39873084686507
10667724079275,6693303779499,39873084686507
10672438411435,6693303779499,39873084686507
10672542285995,6693303779499,39873084686507
10676632879275,6693303779499,39873084686507
10677021409451,6693303779499,39873084686507
10686232887467,6693303779499,39873084686507
10688070221995,6693303779499,39873084686507
10688092242091,6693303779499,39873084686507
10689519943851,6693303779499,39873084686507
10693516230827,6693303779499,39873084686507
10694266585259,6693303779499,39873084686507
10695723450539,6693303779499,39873084686507
10697210429611,6693303779499,39873084686507
10699224514731,6693303779499,39873084686507
10702440792235,6693303779499,39873084686507
10704239952043,6693303779499,39873084686507
10709060944043,6693303779499,39873084686507
10709675409579,6693303779499,39873084686507
10710349971627,6693303779499,39873084686507
10712132649131,6693303779499,39873084686507
10712478646443,6693303779499,39873084686507
10714529398955,6693303779499,39873084686507
10714684096683,6693303779499,39873084686507
10715398832299,6693303779499,39873084686507
10717850239147,6693303779499,39873084686507
10722765832363,6693303779499,39873084686507
10728225931435,6693303779499,39873084686507
10728872214699,6693303779499,39873084686507
10731833458859,6693303779499,39873084686507
10733720830123,6693303779499,39873084686507
10737050878123,6693303779499,39873084686507
9863013073067,6693303779499,39873084686507
9873985175723,6694476153003,39877784567979
9874650202283,6694476153003,39877784567979
9875373785259,6694476153003,39877784567979
9877201551531,6693303779499,39873084686507
9884596371627,6694476153003,39877784567979
9887356551339,6694476153003,39877784567979
9889950105771,6694476153003,39877784567979
9892122755243,6693303779499,39873084686507
9898561437867,6693303779499,39873084686507
9898877288619,6693303779499,39873084686507
9898957602987,6694476153003,39877784567979
9899205230763,6693303779499,39873084686507
9899249795243,6693303779499,39873084686507
9899326931115,6693303779499,39873084686507
9900109201579,6693303779499,39873084686507
9904050700459,6693303779499,39873084686507
9916734636203,6694476153003,39877784567979
9916799254699,6694476153003,39877784567979
9918244126891,6693303779499,39873084686507
9925623316651,6694476153003,39877784567979
9925985501355,6693303779499,39873084686507
9932741804203,6693303779499,39873084686507
9933964673195,6693303779499,39873084686507
9937281646763,6694476153003,39877784567979
9937560076459,6693303779499,39873084686507
9937755898027,6694476153003,39877784567979
9940301742251,6693303779499,39873084686507
9941729247403,6694476153003,39877784567979
9963433361579,6693303779499,39873084686507
9972247756971,6693303779499,39873084686507
9981294641323,6694476153003,39877784567979
9984263159979,6694476153003,39877784567979
9984268468395,6694476153003,39877784567979
9988218159275,6693303779499,39873084686507
9991171047595,6694476153003,39877784567979 
