order_id,line_item_id,sales_type,sku,product_name
4264278753451,10715398832299,order,6693303779499,Annual Plan
4261583978667,10709675409579,order,6693303779499,Annual Plan
4254790680747,10695723450539,order,6693303779499,Annual Plan
4254065688747,10694266585259,order,6693303779499,Annual Plan
4241115742379,10667724079275,order,6693303779499,Annual Plan
4235393892523,10656557695147,order,6693303779499,Annual Plan
4234817929387,10655390302379,order,6693303779499,Annual Plan
4229967839403,10645887582379,order,6693303779499,Annual Plan
4227956048043,10642020171947,order,6693303779499,Annual Plan
4223727304875,10633890463915,order,6693303779499,Annual Plan
4223078039723,10632624930987,order,6693303779499,Annual Plan
4216189714603,10620158116011,order,6693303779499,Annual Plan
4215502045355,10618851950763,order,6693303779499,Annual Plan
4214552559787,10617032966315,order,6693303779499,Annual Plan
4210798690475,10610048139435,order,6693303779499,Annual Plan
4206043136171,10601496477867,order,6693303779499,Annual Plan
4270674804907,10728872214699,order,6693303779499,Annual Plan
4263945109675,10714684096683,order,6693303779499,Annual Plan
4263871545515,10714529398955,order,6693303779499,Annual Plan
4256503791787,10699224514731,order,6693303779499,Annual Plan
4251704098987,10689519943851,order,6693303779499,Annual Plan
4250118160555,10686232887467,order,6693303779499,Annual Plan
4245576188075,10677021409451,order,6693303779499,Annual Plan
4243413106859,10672438411435,order,6693303779499,Annual Plan
4237491044523,10660439490731,order,6693303779499,Annual Plan
4234971087019,10655687311531,order,6693303779499,Annual Plan
4234183344299,10654151770283,order,6693303779499,Annual Plan
4232507687083,10650875068587,order,6693303779499,Annual Plan
4222097162411,10630837895339,order,6693303779499,Annual Plan
4220823339179,10628444291243,order,6693303779499,Annual Plan
4215867605163,10619511472299,order,6693303779499,Annual Plan
4214683730091,10617292390571,order,6693303779499,Annual Plan
4214236741803,10616445173931,order,6693303779499,Annual Plan
4206036025515,10601483862187,order,6693303779499,Annual Plan
4202275668139,10594427666603,order,6693303779499,Annual Plan
4201013706923,10592137674923,order,6693303779499,Annual Plan
4197837111467,10586362413227,order,6693303779499,Annual Plan
4164355424427,10522279182507,order,6693303779499,Annual Plan
4153714770091,10498940469419,order,6693303779499,Annual Plan
4151273324715,10494117347499,order,6693303779499,Annual Plan
4147022692523,10485677293739,order,6693303779499,Annual Plan
4143882272939,10479587885227,order,6693303779499,Annual Plan
4140008407211,10471747977387,order,6693303779499,Annual Plan
4137079799979,10465675968683,order,6693303779499,Annual Plan
4123933900971,10438374621355,order,6693303779499,Annual Plan
4119095148715,10429131784363,order,6693303779499,Annual Plan
4040640692395,10293230698667,order,6694476153003,Per Item Membership
4038910738603,10290421301419,order,6693303779499,Annual Plan
4026091962539,10268359327915,order,6693303779499,Annual Plan
4009148514475,10237180018859,order,6693303779499,Annual Plan
3993885212843,10211270820011,order,6693303779499,Annual Plan
3992740298923,10209570750635,order,6694476153003,Per Item Membership
3989764964523,10204623503531,order,6694476153003,Per Item Membership
3980459147435,10188061245611,order,6694476153003,Per Item Membership
3978685284523,10184453292203,order,6693303779499,Annual Plan
3960154390699,10150370738347,order,6694476153003,Per Item Membership
3945236070571,10125120143531,order,6693303779499,Annual Plan
3937204535467,10110890770603,order,6693303779499,Annual Plan
3936701022379,10109936369835,order,6694476153003,Per Item Membership
3932013494443,10101502640299,order,6693303779499,Annual Plan
3924563460267,10088890007723,order,6694476153003,Per Item Membership
3922515230891,10085424005291,order,6694476153003,Per Item Membership
3917997834411,10077695312043,order,6694476153003,Per Item Membership
3901358342315,10048367165611,order,6694476153003,Per Item Membership
3894674391211,10036726956203,order,6693303779499,Annual Plan
3891077284011,10030556151979,order,6694476153003,Per Item Membership
3880208367787,10011142062251,order,6693303779499,Annual Plan
3876854169771,10005140537515,order,6694476153003,Per Item Membership
3865647513771,9984268468395,order,6694476153003,Per Item Membership
3841300332715,9940301742251,order,6693303779499,Annual Plan
3833151094955,9925623316651,order,6694476153003,Per Item Membership
3829052080299,9918244126891,order,6693303779499,Annual Plan
3818315055275,9899326931115,order,6693303779499,Annual Plan
3810614706347,9884596371627,order,6694476153003,Per Item Membership
3805796139179,9875373785259,order,6694476153003,Per Item Membership
4261583978667,10709675409579,return,6693303779499,Annual Plan
4234817929387,10655390302379,return,6693303779499,Annual Plan
4228010508459,10642118082731,return,6693303779499,Annual Plan
4215502045355,10618851950763,return,6693303779499,Annual Plan
4186807042219,10566118539435,return,6693303779499,Annual Plan
4137079799979,10465675968683,return,6693303779499,Annual Plan
4271908454571,10731833458859,order,6693303779499,Annual Plan
4262896271531,10712478646443,order,6693303779499,Annual Plan
4261270913195,10709060944043,order,6693303779499,Annual Plan
4258891530411,10704239952043,order,6693303779499,Annual Plan
4255527796907,10697210429611,order,6693303779499,Annual Plan
4251005517995,10688070221995,order,6693303779499,Annual Plan
4235910119595,10657548861611,order,6693303779499,Annual Plan
4234887987371,10655523864747,order,6693303779499,Annual Plan
4231866679467,10649727828139,order,6693303779499,Annual Plan
4228010508459,10642118082731,order,6693303779499,Annual Plan
4225333887147,10637074170027,order,6693303779499,Annual Plan
4215027400875,10618033635499,order,6693303779499,Annual Plan
4214953017515,10617805570219,order,6693303779499,Annual Plan
4206903263403,10603099717803,order,6693303779499,Annual Plan
4204817842347,10599239385259,order,6693303779499,Annual Plan
4196867834027,10584620728491,order,6693303779499,Annual Plan
4192963461291,10577643405483,order,6693303779499,Annual Plan
4190339137707,10573054181547,order,6693303779499,Annual Plan
4188141584555,10568755019947,order,6693303779499,Annual Plan
4186249887915,10565087264939,order,6693303779499,Annual Plan
4184307695787,10561363968171,order,6693303779499,Annual Plan
4181910388907,10557062545579,order,6693303779499,Annual Plan
4176546857131,10546424512683,order,6693303779499,Annual Plan
4173641220267,10540890063019,order,6693303779499,Annual Plan
4152725536939,10497028358315,order,6693303779499,Annual Plan
4137686565035,10466935439531,order,6693303779499,Annual Plan
4134951452843,10461056008363,order,6693303779499,Annual Plan
4127075631275,10445204422827,order,6693303779499,Annual Plan
4071595016363,10345442345131,order,6693303779499,Annual Plan
4053720957099,10314728997035,order,6693303779499,Annual Plan
4049604313259,10307843948715,order,6693303779499,Annual Plan
4034679636139,10282978050219,order,6693303779499,Annual Plan
4023253369003,10262734962859,order,6693303779499,Annual Plan
4020254736555,10256966025387,order,6694476153003,Per Item Membership
4006824181931,10233222332587,order,6693303779499,Annual Plan
4001633206443,10224164634795,order,6693303779499,Annual Plan
3993970999467,10211430170795,order,6693303779499,Annual Plan
3992599036075,10209337114795,order,6693303779499,Annual Plan
3989775024299,10204642345131,order,6693303779499,Annual Plan
3974729957547,10176999293099,order,6694476153003,Per Item Membership
3957930983595,10146987770027,order,6694476153003,Per Item Membership
3952957522091,10138237829291,order,6694476153003,Per Item Membership
3945357279403,10125340115115,order,6694476153003,Per Item Membership
3940591272107,10116868112555,order,6693303779499,Annual Plan
3932793634987,10102872834219,order,6694476153003,Per Item Membership
3932700475563,10102721511595,order,6693303779499,Annual Plan
3932075786411,10101606088875,order,6693303779499,Annual Plan
3929907298475,10098151489707,order,6694476153003,Per Item Membership
3924563361963,10088889876651,order,6694476153003,Per Item Membership
3918536376491,10078609670315,order,6693303779499,Annual Plan
3914392895659,10071869423787,order,6694476153003,Per Item Membership
3912322220203,10068245577899,order,6694476153003,Per Item Membership
3907515777195,10059979882667,order,6693303779499,Annual Plan
3903462539435,10052611539115,order,6693303779499,Annual Plan
3901465755819,10048552140971,order,6693303779499,Annual Plan
3899701297323,10045452877995,order,6693303779499,Annual Plan
3876857249963,10005145288875,order,6694476153003,Per Item Membership
3853549502635,9963433361579,order,6693303779499,Annual Plan
3842034073771,9941729247403,order,6694476153003,Per Item Membership
3839612092587,9937281646763,order,6694476153003,Per Item Membership
3837708501163,9933964673195,order,6693303779499,Annual Plan
3833343738027,9925985501355,order,6693303779499,Annual Plan
3818713743531,9900109201579,order,6693303779499,Annual Plan
3818091544747,9898877288619,order,6693303779499,Annual Plan
3813457690795,9889950105771,order,6694476153003,Per Item Membership
3806755913899,9877201551531,order,6693303779499,Annual Plan
4231866679467,10649727828139,return,6693303779499,Annual Plan
3992611520683,10209355104427,return,6693303779499,Annual Plan
4270674804907,10728872214699,return,6693303779499,Annual Plan
4022066708651,10260909326507,return,6693303779499,Annual Plan
4205231997099,10600032895147,order,6693303779499,Annual Plan
4204026101931,10597756305579,order,6693303779499,Annual Plan
4203405869227,10596535632043,order,6693303779499,Annual Plan
4199829078187,10589985767595,order,6693303779499,Annual Plan
4198359859371,10587344339115,order,6693303779499,Annual Plan
4189799284907,10572013207723,order,6693303779499,Annual Plan
4186807042219,10566118539435,order,6693303779499,Annual Plan
4153899647147,10499319038123,order,6693303779499,Annual Plan
4142161199275,10476115460267,order,6693303779499,Annual Plan
4130871804075,10453139685547,order,6693303779499,Annual Plan
4100631003307,10394980679851,order,6693303779499,Annual Plan
4057333399723,10320731635883,order,6693303779499,Annual Plan
4047089598635,10303715901611,order,6693303779499,Annual Plan
4039751860395,10291928694955,order,6694476153003,Per Item Membership
4037586878635,10288368812203,order,6693303779499,Annual Plan
4021487108267,10259605455019,order,6693303779499,Annual Plan
4012532924587,10243066429611,order,6694476153003,Per Item Membership
3996592275627,10215530561707,order,6693303779499,Annual Plan
3992611520683,10209355104427,order,6693303779499,Annual Plan
3963001143467,10155076747435,order,6694476153003,Per Item Membership
3937715093675,10111801917611,order,6694476153003,Per Item Membership
3920495181995,10081947287723,order,6693303779499,Annual Plan
3918917959851,10079322636459,order,6693303779499,Annual Plan
3912999043243,10069523234987,order,6694476153003,Per Item Membership
3910370656427,10064787013803,order,6694476153003,Per Item Membership
3907558441131,10060060065963,order,6694476153003,Per Item Membership
3905501429931,10056359903403,order,6693303779499,Annual Plan
3899644182699,10045348937899,order,6693303779499,Annual Plan
3894707224747,10036789215403,order,6694476153003,Per Item Membership
3893168439467,10034157158571,order,6693303779499,Annual Plan
3892575731883,10033047961771,order,6694476153003,Per Item Membership
3891579912363,10031471788203,order,6694476153003,Per Item Membership
3867730247851,9988218159275,order,6693303779499,Annual Plan
3865645318315,9984263159979,order,6694476153003,Per Item Membership
3839892324523,9937755898027,order,6694476153003,Per Item Membership
3828191264939,9916799254699,order,6694476153003,Per Item Membership
3818275405995,9899249795243,order,6693303779499,Annual Plan
3817926262955,9898561437867,order,6693303779499,Annual Plan
3812078223531,9887356551339,order,6694476153003,Per Item Membership
3805415112875,9874650202283,order,6694476153003,Per Item Membership
3799273439403,9863013073067,order,6693303779499,Annual Plan
4254065688747,10694266585259,return,6693303779499,Annual Plan
4100631003307,10394980679851,return,6693303779499,Annual Plan
3818713743531,9900109201579,return,6693303779499,Annual Plan
4262734299307,10712132649131,return,6693303779499,Annual Plan
4151273324715,10494117347499,return,6693303779499,Annual Plan
